passengers,freight,mail,passenger_miles,origin_city_name_dest_city_name
42,0,0,104034,"Los Angeles, CA - White Plains, NY Total"
6199,0,0,7457397,"Los Angeles, CA - Wichita, KS Total"
117,0,0,180180,"Los Angeles, CA - Winnipeg, Canada Total"
23551,0,0,28732220,"Los Angeles, CA - Zacatecas, Mexico Total"
71090,10999315,0,422132420,"Los Angeles, CA - Zurich, Switzerland Total"
780,2430,0,548340,"Louisville, KY - Albany, NY Total"
33,0,0,38874,"Louisville, KY - Albuquerque, NM Total"
328809,175129,589648,105547689,"Louisville, KY - Atlanta, GA Total"
771,0,0,468768,"Louisville, KY - Atlantic City, NJ Total"
763,976,0,668388,"Louisville, KY - Austin, TX Total"
119582,214089,0,59193090,"Louisville, KY - Baltimore, MD Total"
41,0,0,33497,"Louisville, KY - Bedford, MA Total"
1,0,0,1630,"Louisville, KY - Boise, ID Total"
1311,404,0,1086819,"Louisville, KY - Boston, MA Total"
2,0,0,2806,"Louisville, KY - Bozeman, MT Total"
13,13,0,6422,"Louisville, KY - Buffalo, NY Total"
522,0,0,839376,"Louisville, KY - Bullhead City, AZ Total"
1259,1980,0,2309006,"Louisville, KY - Burbank, CA Total"
2,0,0,814,"Louisville, KY - Cedar Rapids/Iowa City, IA Total"
25,0,0,12125,"Louisville, KY - Charleston, SC Total"
146875,60661,24,49203125,"Louisville, KY - Charlotte, NC Total"
86,0,0,34142,"Louisville, KY - Charlottesville, VA Total"
59,0,0,12862,"Louisville, KY - Chattanooga, TN Total"
290934,442693,1304,81342315,"Louisville, KY - Chicago, IL Total"
1,0,0,84,"Louisville, KY - Cincinnati, OH Total"
268,30,0,81514,"Louisville, KY - Cleveland, OH Total"
108,0,0,42120,"Louisville, KY - Columbia, SC Total"
17,4,0,3366,"Louisville, KY - Columbus, OH Total"
170,1,0,123250,"Louisville, KY - Dallas, TX Total"
115977,33897,52,85011141,"Louisville, KY - Dallas/Fort Worth, TX Total"
1,0,0,676,"Louisville, KY - Daytona Beach, FL Total"
72204,103500,0,73936896,"Louisville, KY - Denver, CO Total"
119,0,0,57239,"Louisville, KY - Des Moines, IA Total"
72520,95,0,22191120,"Louisville, KY - Detroit, MI Total"
1,0,0,1247,"Louisville, KY - El Paso, TX Total"
1,0,0,490,"Louisville, KY - Fayetteville, AR Total"
652,2196,0,583540,"Louisville, KY - Fort Lauderdale, FL Total"
206,322,0,172010,"Louisville, KY - Fort Myers, FL Total"
16,148,0,5200,"Louisville, KY - Grand Rapids, MI Total"
349,0,0,122150,"Louisville, KY - Greensboro/High Point, NC Total"
164,0,0,49036,"Louisville, KY - Greer, SC Total"
414,0,0,235152,"Louisville, KY - Gulfport/Biloxi, MS Total"
27,0,0,13527,"Louisville, KY - Harrisburg, PA Total"
215,87,0,158670,"Louisville, KY - Hartford, CT Total"
52009,7048,0,40993892,"Louisville, KY - Houston, TX Total"
8,0,0,2008,"Louisville, KY - Huntsville, AL Total"
137,0,0,15207,"Louisville, KY - Indianapolis, IN Total"
269,0,0,188031,"Louisville, KY - Islip, NY Total"
57,0,0,32946,"Louisville, KY - Jacksonville, FL Total"
258,112,0,126678,"Louisville, KY - Kansas City, MO Total"
1,0,0,655,"Louisville, KY - Lafayette, LA Total"
40,0,0,12920,"Louisville, KY - Lansing, MI Total"
45735,218399,0,74273640,"Louisville, KY - Las Vegas, NV Total"
191,0,0,11842,"Louisville, KY - Lexington, KY Total"
39,0,0,16848,"Louisville, KY - Little Rock, AR Total"
1170,18722,0,2156310,"Louisville, KY - Los Angeles, CA Total"
91,0,0,86723,"Louisville, KY - Lubbock, TX Total"
495,72,0,405900,"Louisville, KY - Manchester, NH Total"
5,0,0,1600,"Louisville, KY - Memphis, TN Total"
18200,0,0,16562000,"Louisville, KY - Miami, FL Total"
3,0,0,3075,"Louisville, KY - Midland/Odessa, TX Total"
1,0,0,348,"Louisville, KY - Milwaukee, WI Total"
58711,154,316,35461444,"Louisville, KY - Minneapolis, MN Total"
4,0,0,3188,"Louisville, KY - Montreal, Canada Total"
2,0,0,982,"Louisville, KY - Myrtle Beach, SC Total"
133,0,0,20083,"Louisville, KY - Nashville, TN Total"
98,2,0,60760,"Louisville, KY - New Orleans, LA Total"
31978,13067,0,21073502,"Louisville, KY - New York, NY Total"
32636,113,0,20952312,"Louisville, KY - Newark, NJ Total"
256,0,0,135936,"Louisville, KY - Norfolk, VA Total"
363,4847,0,718740,"Louisville, KY - Oakland, CA Total"
147,0,0,100695,"Louisville, KY - Oklahoma City, OK Total"
765,72,0,445230,"Louisville, KY - Omaha, NE Total"
72,17,0,129312,"Louisville, KY - Ontario, CA Total"
49135,33209,0,35328065,"Louisville, KY - Orlando, FL Total"
24,0,0,12936,"Louisville, KY - Panama City, FL Total"
22,0,0,11814,"Louisville, KY - Pensacola, FL Total"
36407,3005,25,20970432,"Louisville, KY - Philadelphia, PA Total"
42985,137883,0,64735410,"Louisville, KY - Phoenix, AZ Total"
409,296,0,137015,"Louisville, KY - Pittsburgh, PA Total"
128,82,0,249600,"Louisville, KY - Portland, OR Total"
705,283,0,561885,"Louisville, KY - Providence, RI Total"
521,215,0,216215,"Louisville, KY - Raleigh/Durham, NC Total"
241,1682,0,440307,"Louisville, KY - Reno, NV Total"
606,0,0,280578,"Louisville, KY - Richmond, VA Total"
80,0,0,25680,"Louisville, KY - Roanoke, VA Total"
117,551,0,63648,"Louisville, KY - Rochester, NY Total"
168,1372,0,324744,"Louisville, KY - Sacramento, CA Total"
69,0,0,97221,"Louisville, KY - Salt Lake City, UT Total"
104,0,0,97968,"Louisville, KY - San Antonio, TX Total"
806,5376,0,1454024,"Louisville, KY - San Diego, CA Total"
882,14889,0,1755180,"Louisville, KY - San Francisco, CA Total"
1,0,0,1755,"Louisville, KY - San Jose del Cabo, Mexico Total"
424,1111,0,835280,"Louisville, KY - San Jose, CA Total"
201,0,0,363006,"Louisville, KY - San Juan, PR Total"
687,185,0,1249653,"Louisville, KY - Santa Ana, CA Total"
1,0,0,489,"Louisville, KY - Savannah, GA Total"
157,35,0,305365,"Louisville, KY - Seattle, WA Total"
53,0,0,13038,"Louisville, KY - South Bend, IN Total"
11,0,0,2794,"Louisville, KY - St. Louis, MO Total"
217,0,0,132153,"Louisville, KY - Syracuse, NY Total"
262,0,0,142004,"Louisville, KY - Tallahassee, FL Total"
44482,24786,0,32338414,"Louisville, KY - Tampa, FL Total"
11,0,0,5456,"Louisville, KY - Toronto, Canada Total"
3,0,0,4446,"Louisville, KY - Tucson, AZ Total"
140,0,0,80640,"Louisville, KY - Tulsa, OK Total"
26,0,0,9152,"Louisville, KY - Tunica, MS Total"
60585,9080,5,28368863,"Louisville, KY - Washington, DC Total"
26,450,0,22282,"Louisville, KY - West Palm Beach/Palm Beach, FL Total"
3,0,0,1539,"Louisville, KY - Wilmington, NC Total"
95,28689,0,738530,"Luanda, Angola - Austin, TX Total"
13637,3751692,0,104118495,"Luanda, Angola - Houston, TX Total"
276,0,0,41676,"Lubbock, TX - Abilene, TX Total"
262,0,0,75980,"Lubbock, TX - Albuquerque, NM Total"
168,0,0,17976,"Lubbock, TX - Amarillo, TX Total"
322,0,0,322322,"Lubbock, TX - Atlanta, GA Total"
25507,7553,0,8697887,"Lubbock, TX - Austin, TX Total"
191,0,0,276377,"Lubbock, TX - Baltimore, MD Total"
44,0,0,38192,"Lubbock, TX - Birmingham, AL Total"
1094,0,0,802996,"Lubbock, TX - Bullhead City, AZ Total"
75,0,0,71250,"Lubbock, TX - Burbank, CA Total"
123,0,0,116973,"Lubbock, TX - Chicago, IL Total"
270,3310,0,340200,"Lubbock, TX - Clarksburg/Fairmont, WV Total"
10,0,0,890,"Lubbock, TX - Clovis, NM Total"
522,96,0,250560,"Lubbock, TX - Corpus Christi, TX Total"
148285,68102,0,43447505,"Lubbock, TX - Dallas, TX Total"
137591,2736,2260,38800662,"Lubbock, TX - Dallas/Fort Worth, TX Total"
26197,0,0,11945832,"Lubbock, TX - Denver, CO Total"
315,0,0,221445,"Lubbock, TX - Des Moines, IA Total"
1618,271,0,477310,"Lubbock, TX - El Paso, TX Total"
159,5100,0,73617,"Lubbock, TX - Fayetteville, AR Total"
3,0,0,4197,"Lubbock, TX - Fort Lauderdale, FL Total"
99,0,0,77319,"Lubbock, TX - Gulfport/Biloxi, MS Total"
160,22,0,91200,"Lubbock, TX - Harlingen/San Benito, TX Total"
57527,3687,0,26534774,"Lubbock, TX - Houston, TX Total"
296,0,0,282976,"Lubbock, TX - Indianapolis, IN Total"
5,0,0,5995,"Lubbock, TX - Jacksonville, FL Total"
251,349,0,138925,"Lubbock, TX - Kansas City, MO Total"
35092,4572,0,27196300,"Lubbock, TX - Las Vegas, NV Total"
136,0,0,75344,"Lubbock, TX - Little Rock, AR Total"
212,356,0,202248,"Lubbock, TX - Los Angeles, CA Total"
142,0,0,67308,"Lubbock, TX - Manhattan/Ft. Riley, KS Total"
127,0,0,86741,"Lubbock, TX - Memphis, TN Total"
17,0,0,2057,"Lubbock, TX - Midland/Odessa, TX Total"
5,0,0,4945,"Lubbock, TX - Milwaukee, WI Total"
35,0,0,31500,"Lubbock, TX - Minneapolis, MN Total"
2,0,0,1752,"Lubbock, TX - Nashville, TN Total"
438,0,0,317550,"Lubbock, TX - New Orleans, LA Total"
62,0,0,99820,"Lubbock, TX - New York, NY Total"
35,0,0,55755,"Lubbock, TX - Newark, NJ Total"
122,5,0,143716,"Lubbock, TX - Oakland, CA Total"
346,2400,0,93074,"Lubbock, TX - Oklahoma City, OK Total"
31,0,0,28117,"Lubbock, TX - Ontario, CA Total"
1,0,0,1266,"Lubbock, TX - Orlando, FL Total"
6,0,0,5802,"Lubbock, TX - Panama City, FL Total"
13,0,0,19877,"Lubbock, TX - Philadelphia, PA Total"
1332,425,0,783216,"Lubbock, TX - Phoenix, AZ Total"
13,0,0,17849,"Lubbock, TX - Portland, OR Total"
5,0,0,5370,"Lubbock, TX - Reno, NV Total"
3,0,0,4203,"Lubbock, TX - Richmond, VA Total"
641,0,0,740996,"Lubbock, TX - Sacramento, CA Total"
328,0,0,244032,"Lubbock, TX - Salt Lake City, UT Total"
1020,796,0,352920,"Lubbock, TX - San Antonio, TX Total"
110,0,0,98120,"Lubbock, TX - San Diego, CA Total"
29,0,0,34394,"Lubbock, TX - San Francisco, CA Total"
30,0,0,34770,"Lubbock, TX - San Jose, CA Total"
92,0,0,224940,"Lubbock, TX - San Juan, PR Total"
58,0,0,82940,"Lubbock, TX - Seattle, WA Total"
58,0,0,42282,"Lubbock, TX - St. Louis, MO Total"
144,3600,0,45936,"Lubbock, TX - Stillwater, OK Total"
262,3000,0,131262,"Lubbock, TX - Topeka, KS Total"
35,0,0,18935,"Lubbock, TX - Tucson, AZ Total"
1,0,0,379,"Lubbock, TX - Tulsa, OK Total"
441,0,0,366030,"Lubbock, TX - Wendover, UT Total"
2,0,0,7612,"Lugano, Switzerland - Boston, MA Total"
1,0,0,3540,"Lydd, United Kingdom - Morristown, NJ Total"
9,0,0,31707,"Lydd, United Kingdom - Teterboro, NJ Total"
3,0,0,10395,"Lydd, United Kingdom - Westhampton, NY Total"
133,0,0,73416,"Lynchburg, VA - Carbondale, IL Total"
116,0,0,35844,"Lynchburg, VA - Charleston, SC Total"
75051,1162,711,13133925,"Lynchburg, VA - Charlotte, NC Total"
117,0,0,221364,"Lynchburg, VA - Missoula, MT Total"
135,0,0,34020,"Lynchburg, VA - Myrtle Beach, SC Total"
262,0,0,93534,"Lynchburg, VA - Newark, NJ Total"
10,0,0,2770,"Lynchburg, VA - Philadelphia, PA Total"
5,0,0,18215,"Lyon, France - Boston, MA Total"
4,0,0,15352,"Lyon, France - Teterboro, NJ Total"
3,0,0,975,"Macon, GA - Orlando, FL Total"
50,326,0,46500,"Madison, WI - Abilene, TX Total"
89,0,0,38626,"Madison, WI - Akron, OH Total"
58,0,0,45646,"Madison, WI - Albany, NY Total"
107616,23970,0,76084512,"Madison, WI - Atlanta, GA Total"
53,0,0,42824,"Madison, WI - Atlantic City, NJ Total"
31,0,0,31124,"Madison, WI - Austin, TX Total"
154,0,0,109956,"Madison, WI - Baltimore, MD Total"
48,0,0,46320,"Madison, WI - Billings, MT Total"
123,0,0,114636,"Madison, WI - Boston, MA Total"
1,0,0,1091,"Madison, WI - Bozeman, MT Total"
1781,0,0,2591355,"Madison, WI - Bullhead City, AZ Total"
27,0,0,4023,"Madison, WI - Cedar Rapids/Iowa City, IA Total"
220,0,0,48620,"Madison, WI - Champaign/Urbana, IL Total"
194122,7389,175,20965176,"Madison, WI - Chicago, IL Total"
2077,5,0,774721,"Madison, WI - Cincinnati, OH Total"
213,0,0,85640,"Madison, WI - Cleveland, OH Total"
69,0,0,27462,"Madison, WI - Columbus, OH Total"
369,66271,0,302211,"Madison, WI - Dallas, TX Total"
53715,13793,0,44100015,"Madison, WI - Dallas/Fort Worth, TX Total"
85964,1711,0,71006264,"Madison, WI - Denver, CO Total"
3,0,0,744,"Madison, WI - Des Moines, IA Total"
152892,7094,0,47548809,"Madison, WI - Detroit, MI Total"
160,0,0,134720,"Madison, WI - Dothan, AL Total"
2,0,0,2444,"Madison, WI - Fort Myers, FL Total"
3,0,0,2559,"Madison, WI - Hartford, CT Total"
3,0,0,12498,"Madison, WI - Honolulu, HI Total"
122,0,0,117852,"Madison, WI - Houston, TX Total"
130,0,0,36920,"Madison, WI - Indianapolis, IN Total"
8,0,0,8600,"Madison, WI - Jackson, WY Total"
5,0,0,2900,"Madison, WI - Knoxville, TN Total"
221,0,0,49725,"Madison, WI - Lafayette, IN Total"
208,0,0,85904,"Madison, WI - Lincoln, NE Total"
263,0,0,443681,"Madison, WI - Los Angeles, CA Total"
1,0,0,1729,"Madison, WI - Mexico City, Mexico Total"
154685,19184,0,35268180,"Madison, WI - Minneapolis, MN Total"
1,0,0,114,"Madison, WI - Mosinee, WI Total"
151,0,0,76104,"Madison, WI - Nashville, TN Total"
35,0,0,31780,"Madison, WI - New Orleans, LA Total"
23529,56,0,19105548,"Madison, WI - New York, NY Total"
12456,2880,0,9952344,"Madison, WI - Newark, NJ Total"
78,1,0,54054,"Madison, WI - Oklahoma City, OK Total"
61,0,0,21899,"Madison, WI - Omaha, NE Total"
2011,0,0,2230199,"Madison, WI - Orlando, FL Total"
17,10516,0,23732,"Madison, WI - Phoenix, AZ Total"
70,0,0,52710,"Madison, WI - Raleigh/Durham, NC Total"
166,0,0,114540,"Madison, WI - Rapid City, SD Total"
129,0,0,205626,"Madison, WI - Reno, NV Total"
62,0,0,36518,"Madison, WI - Rochester, NY Total"
5,0,0,8525,"Madison, WI - Sacramento, CA Total"
14182,150,0,16649668,"Madison, WI - Salt Lake City, UT Total"
869,91062,0,1452968,"Madison, WI - San Diego, CA Total"
527,0,0,933844,"Madison, WI - San Francisco, CA Total"
2,0,0,3244,"Madison, WI - Seattle, WA Total"
4,0,0,732,"Madison, WI - South Bend, IN Total"
19,0,0,5852,"Madison, WI - St. Louis, MO Total"
60,0,0,36720,"Madison, WI - State College, PA Total"
39,0,0,26052,"Madison, WI - Syracuse, NY Total"
3,0,0,2403,"Madison, WI - Teterboro, NJ Total"
1,0,0,490,"Madison, WI - Toronto, Canada Total"
50,0,0,38800,"Madison, WI - Trenton, NJ Total"
71,0,0,41606,"Madison, WI - Tunica, MS Total"
14922,0,0,10548543,"Madison, WI - Washington, DC Total"
774,0,0,989946,"Madison, WI - Wendover, UT Total"
59701,4461632,0,258803835,"Madrid, Spain - Atlanta, GA Total"
3,0,0,15324,"Madrid, Spain - Austin, TX Total"
10,0,0,32490,"Madrid, Spain - Bangor, ME Total"
37987,1380842,0,129535670,"Madrid, Spain - Boston, MA Total"
2,0,0,6914,"Madrid, Spain - Burlington, VT Total"
28212,1051972,0,115923108,"Madrid, Spain - Charlotte, NC Total"
85871,7153150,0,360829942,"Madrid, Spain - Chicago, IL Total"
1,0,0,4959,"Madrid, Spain - Dallas, TX Total"
60336,4735473,2878,299568240,"Madrid, Spain - Dallas/Fort Worth, TX Total"
85,0,0,476850,"Madrid, Spain - Las Vegas, NV Total"
29875,1780146,0,174619375,"Madrid, Spain - Los Angeles, CA Total"
287598,20030873,599142,1272333552,"Madrid, Spain - Miami, FL Total"
355903,21949603,581042,1277335867,"Madrid, Spain - New York, NY Total"
45127,894886,2570,162727962,"Madrid, Spain - Newark, NJ Total"
345,0,0,1509375,"Madrid, Spain - Orlando, FL Total"
67261,5839425,0,247587741,"Madrid, Spain - Philadelphia, PA Total"
3,0,0,10035,"Madrid, Spain - Portland, ME Total"
3,0,0,17184,"Madrid, Spain - Sacramento, CA Total"
2966,0,0,17368896,"Madrid, Spain - San Diego, CA Total"
3574,0,0,20772088,"Madrid, Spain - San Francisco, CA Total"
1,0,0,5808,"Madrid, Spain - San Jose, CA Total"
22274,1113521,0,88405506,"Madrid, Spain - San Juan, PR Total"
4,0,0,16924,"Madrid, Spain - Savannah, GA Total"
125,0,0,663745,"Madrid, Spain - Seattle, WA Total"
1,0,0,4425,"Madrid, Spain - St. Louis, MO Total"
31,0,0,111507,"Madrid, Spain - Teterboro, NJ Total"
19335,3828,0,73782360,"Madrid, Spain - Washington, DC Total"
3413,5643,6686,6327702,"Majuro, Marshall Islands - Guam, TT Total"
5776,263597,105759,13169280,"Majuro, Marshall Islands - Honolulu, HI Total"
14543,0,0,53198294,"Malaga, Spain - New York, NY Total"
6,0,0,52254,"Male, Maldives - Teterboro, NJ Total"
1,0,0,4503,"Malta, Malta - Westfield, MA Total"
181,0,0,141180,"Mammoth Lakes, CA - Denver, CO Total"
368,0,0,85008,"Mammoth Lakes, CA - Las Vegas, NV Total"
16704,0,0,4276224,"Mammoth Lakes, CA - Los Angeles, CA Total"
2564,0,0,897400,"Mammoth Lakes, CA - San Diego, CA Total"
3687,0,0,711591,"Mammoth Lakes, CA - San Francisco, CA Total"
137,0,0,189197,"Managua, Nicaragua - Alexandria, LA Total"
44071,1001670,33,65357293,"Managua, Nicaragua - Atlanta, GA Total"
1,0,0,1445,"Managua, Nicaragua - Austin, TX Total"
4,0,0,9088,"Managua, Nicaragua - Boston, MA Total"
16,0,0,19168,"Managua, Nicaragua - Brownsville, TX Total"
19,0,0,39083,"Managua, Nicaragua - Chicago, IL Total"
2791,4,0,4426526,"Managua, Nicaragua - Dallas/Fort Worth, TX Total"
222,0,0,492396,"Managua, Nicaragua - Denver, CO Total"
2,0,0,4156,"Managua, Nicaragua - Detroit, MI Total"
37576,0,0,38891160,"Managua, Nicaragua - Fort Lauderdale, FL Total"
107968,398523,0,146944448,"Managua, Nicaragua - Houston, TX Total"
13,0,0,31785,"Managua, Nicaragua - Las Vegas, NV Total"
3279,39184,0,8276196,"Managua, Nicaragua - Los Angeles, CA Total"
170904,780515,211536,173296656,"Managua, Nicaragua - Miami, FL Total"
3,0,0,3768,"Managua, Nicaragua - New Orleans, LA Total"
1,0,0,2109,"Managua, Nicaragua - New York, NY Total"
123,0,0,257931,"Managua, Nicaragua - Newark, NJ Total"
17,0,0,19788,"Managua, Nicaragua - Orlando, FL Total"
14,0,0,28322,"Managua, Nicaragua - Philadelphia, PA Total"
2,0,0,3394,"Managua, Nicaragua - Raleigh/Durham, NC Total"
198,0,0,562518,"Managua, Nicaragua - San Francisco, CA Total"
7,0,0,22449,"Managua, Nicaragua - Seattle, WA Total"
5,0,0,5570,"Managua, Nicaragua - Tampa, FL Total"
207,0,0,397947,"Managua, Nicaragua - Washington, DC Total"
11806,2075,19,80704823,"Manama, Bahrain - Washington, DC Total"
3,0,0,777,"Manassas, VA - White Plains, NY Total"
62095,1295350,0,149152190,"Manaus, Brazil - Miami, FL Total"
483,0,0,944265,"Manchester, NH - Albuquerque, NM Total"
44801,1491,0,42650552,"Manchester, NH - Atlanta, GA Total"
498,0,0,144420,"Manchester, NH - Atlantic City, NJ Total"
34,0,0,57528,"Manchester, NH - Austin, TX Total"
274405,53946,0,103450685,"Manchester, NH - Baltimore, MD Total"
1,0,0,2177,"Manchester, NH - Barbados/Bridgetown, Barbados Total"
1,0,0,237,"Manchester, NH - Binghamton, NY Total"
251,0,0,263801,"Manchester, NH - Birmingham, AL Total"
58,0,0,2610,"Manchester, NH - Boston, MA Total"
141,0,0,52170,"Manchester, NH - Buffalo, NY Total"
88,0,0,226776,"Manchester, NH - Burbank, CA Total"
1055,0,0,758545,"Manchester, NH - Cabarrus, NC Total"
393,0,0,328548,"Manchester, NH - Charleston, SC Total"
46441,1683,0,34227017,"Manchester, NH - Charlotte, NC Total"
153886,17461,0,129134313,"Manchester, NH - Chicago, IL Total"
1,0,0,741,"Manchester, NH - Cincinnati, OH Total"
22,0,0,11990,"Manchester, NH - Cleveland, OH Total"
160,0,0,100480,"Manchester, NH - Columbus, OH Total"
154,0,0,237930,"Manchester, NH - Dallas, TX Total"
31,0,0,21545,"Manchester, NH - Dayton, OH Total"
14,0,0,15246,"Manchester, NH - Daytona Beach, FL Total"
4067,0,0,7031843,"Manchester, NH - Denver, CO Total"
56116,279,0,34230760,"Manchester, NH - Detroit, MI Total"
1,0,0,2052,"Manchester, NH - El Paso, TX Total"
3586,1033,0,4525532,"Manchester, NH - Fort Lauderdale, FL Total"
986,0,0,1253206,"Manchester, NH - Fort Myers, FL Total"
2,0,0,2402,"Manchester, NH - Freeport, The Bahamas Total"
5,0,0,18375,"Manchester, NH - Geneva, Switzerland Total"
43,0,0,28122,"Manchester, NH - Greensboro/High Point, NC Total"
611,231,0,490022,"Manchester, NH - Greer, SC Total"
44,0,0,4136,"Manchester, NH - Hartford, CT Total"
173,0,0,277838,"Manchester, NH - Houston, TX Total"
86,0,0,69058,"Manchester, NH - Indianapolis, IN Total"
2,0,0,514,"Manchester, NH - Ithaca/Cortland, NY Total"
36,0,0,37008,"Manchester, NH - Jacksonville, FL Total"
864,383,0,1067904,"Manchester, NH - Kansas City, MO Total"
1,0,0,831,"Manchester, NH - Knoxville, TN Total"
3427,82,0,8074012,"Manchester, NH - Las Vegas, NV Total"
1,0,0,1309,"Manchester, NH - Lincoln, NE Total"
265,0,0,331780,"Manchester, NH - Little Rock, AR Total"
228,0,0,589836,"Manchester, NH - Los Angeles, CA Total"
7,0,0,5740,"Manchester, NH - Louisville, KY Total"
212,0,0,240196,"Manchester, NH - Memphis, TN Total"
114,0,0,95076,"Manchester, NH - Milwaukee, WI Total"
347,0,0,378924,"Manchester, NH - Minneapolis, MN Total"
3,0,0,627,"Manchester, NH - Montreal, Canada Total"
1603,303,0,1503614,"Manchester, NH - Nashville, TN Total"
36,0,0,49356,"Manchester, NH - New Orleans, LA Total"
36198,0,0,7058610,"Manchester, NH - New York, NY Total"
45522,0,0,9514098,"Manchester, NH - Newark, NJ Total"
588,0,0,286356,"Manchester, NH - Norfolk, VA Total"
521,150,0,1388465,"Manchester, NH - Oakland, CA Total"
25,0,0,37275,"Manchester, NH - Oklahoma City, OK Total"
107433,2830,0,122688486,"Manchester, NH - Orlando, FL Total"
1,0,0,1222,"Manchester, NH - Pensacola, FL Total"
116776,3400,0,33748264,"Manchester, NH - Philadelphia, PA Total"
1148,187,0,2617440,"Manchester, NH - Phoenix, AZ Total"
315,192,0,152775,"Manchester, NH - Pittsburgh, PA Total"
103,0,0,7725,"Manchester, NH - Portland, ME Total"
72,0,0,180144,"Manchester, NH - Portland, OR Total"
935,0,0,584375,"Manchester, NH - Raleigh/Durham, NC Total"
23,0,0,57385,"Manchester, NH - Reno, NV Total"
16,0,0,41712,"Manchester, NH - Sacramento, CA Total"
50,0,0,87900,"Manchester, NH - San Antonio, TX Total"
166,0,0,425956,"Manchester, NH - San Diego, CA Total"
64,0,0,171264,"Manchester, NH - San Francisco, CA Total"
1,0,0,2661,"Manchester, NH - San Jose, CA Total"
88,0,0,151096,"Manchester, NH - San Juan, PR Total"
4,0,0,10276,"Manchester, NH - Santa Ana, CA Total"
2,0,0,2480,"Manchester, NH - Sarasota/Bradenton, FL Total"
323,26,0,794257,"Manchester, NH - Seattle, WA Total"
1,0,0,766,"Manchester, NH - South Bend, IN Total"
26,0,0,26806,"Manchester, NH - St. Louis, MO Total"
61836,3364,0,74450544,"Manchester, NH - Tampa, FL Total"
6,0,0,2496,"Manchester, NH - Toronto, Canada Total"
400,0,0,908400,"Manchester, NH - Tucson, AZ Total"
15,0,0,20700,"Manchester, NH - Tulsa, OK Total"
4,0,0,10332,"Manchester, NH - Van Nuys, CA Total"
56901,1278,0,23103114,"Manchester, NH - Washington, DC Total"
124,0,0,151528,"Manchester, NH - West Palm Beach/Palm Beach, FL Total"
1,0,0,174,"Manchester, NH - White Plains, NY Total"
13,0,0,8996,"Manchester, NH - Wilmington, NC Total"
70497,4648709,0,288967203,"Manchester, United Kingdom - Atlanta, GA Total"
38853,2480788,216575,148651578,"Manchester, United Kingdom - Chicago, IL Total"
6,4846,0,27726,"Manchester, United Kingdom - Dallas, TX Total"
59270,259728,0,301506490,"Manchester, United Kingdom - Las Vegas, NV Total"
18186,372000,0,78745380,"Manchester, United Kingdom - Miami, FL Total"
114696,2614335,282901,383199336,"Manchester, United Kingdom - New York, NY Total"
54739,207342,583702,183594606,"Manchester, United Kingdom - Newark, NJ Total"
227395,4636412,0,963245220,"Manchester, United Kingdom - Orlando, FL Total"
62307,4722195,1404,213962238,"Manchester, United Kingdom - Philadelphia, PA Total"
68,0,0,348976,"Manchester, United Kingdom - Phoenix, AZ Total"
21,0,0,75642,"Manchester, United Kingdom - Pittsburgh, PA Total"
15188,119556,0,64017420,"Manchester, United Kingdom - Sanford, FL Total"
111,42454,0,516261,"Manchester, United Kingdom - Seattle, WA Total"
9,0,0,38781,"Manchester, United Kingdom - Tampa, FL Total"
4,0,0,13372,"Manchester, United Kingdom - Teterboro, NJ Total"
31283,33316,234576,111523895,"Manchester, United Kingdom - Washington, DC Total"
179,0,0,110801,"Manhattan/Ft. Riley, KS - Austin, TX Total"
24119,332,0,12083619,"Manhattan/Ft. Riley, KS - Chicago, IL Total"
237,0,0,208797,"Manhattan/Ft. Riley, KS - Clarksburg/Fairmont, WV Total"
39773,5811,0,17142163,"Manhattan/Ft. Riley, KS - Dallas/Fort Worth, TX Total"
162,0,0,37098,"Manhattan/Ft. Riley, KS - Des Moines, IA Total"
139,0,0,65886,"Manhattan/Ft. Riley, KS - Lubbock, TX Total"
247,0,0,114855,"Manhattan/Ft. Riley, KS - Memphis, TN Total"
64,0,0,76608,"Manhattan/Ft. Riley, KS - Newark, NJ Total"
355,6060,0,93365,"Manhattan/Ft. Riley, KS - Oklahoma City, OK Total"
153,0,0,102510,"Manhattan/Ft. Riley, KS - San Antonio, TX Total"
189,183,0,92232,"Manhattan/Ft. Riley, KS - Shreveport, LA Total"
162,2550,0,84240,"Manhattan/Ft. Riley, KS - Waco, TX Total"
5,0,0,3720,"Manhattan/Ft. Riley, KS - Winnipeg, Canada Total"
26237,0,0,215904273,"Manila, Philippines - Detroit, MI Total"
100992,1099169,0,161285400,"Manila, Philippines - Guam, TT Total"
46998,939759,0,249183396,"Manila, Philippines - Honolulu, HI Total"
142189,11400279,0,1038690645,"Manila, Philippines - Los Angeles, CA Total"
14554,1613593,0,123898202,"Manila, Philippines - New York, NY Total"
121,0,0,1101221,"Manila, Philippines - Orlando, FL Total"
120075,5105698,0,838964025,"Manila, Philippines - San Francisco, CA Total"
4732,0,0,889616,"Manistee/Ludington, MI - Chicago, IL Total"
218,0,0,24852,"Manistee/Ludington, MI - Pellston, MI Total"
4,0,0,708,"Manistee/Ludington, MI - South Bend, IN Total"
23,0,0,1058,"Manistee/Ludington, MI - Traverse City, MI Total"
1,0,0,365,"Manley Hot Springs, AK - Deadhorse, AK Total"
79,125,3918,6606,"Manley Hot Springs, AK - Fairbanks, AK Total"
